Time,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
12924187,2260,2657,-2359,-5,24,-8
12927224,2268,2631,-2343,-6,6,-14
12930260,2268,2662,-2310,-6,20,-11
12933383,2266,2664,-2326,-7,9,-16
12936444,2245,2656,-2322,-2,16,-16
12939542,2270,2647,-2355,-9,9,-18
12942579,2250,2650,-2377,-3,17,-17
12945701,2242,2640,-2352,-7,5,-22
12948738,2244,2639,-2324,-3,20,-19
12951861,2263,2671,-2288,-6,7,-20
12954897,2261,2673,-2355,-2,18,-21
12958020,2255,2645,-2359,-8,5,-23
12961060,2254,2656,-2344,-5,20,-20
12964229,2244,2654,-2326,-14,10,-25
12967389,2235,2651,-2337,-5,9,-18
12970425,2255,2662,-2316,-11,8,-24
12973548,2261,2676,-2360,-6,14,-22
12976671,2227,2649,-2340,-11,13,-23
12979881,2251,2653,-2368,-7,17,-22
12983004,2244,2648,-2321,-18,17,-22
12986238,2242,2658,-2337,-8,13,-16
12989337,2231,2658,-2324,-16,17,-19
12992546,2264,2654,-2339,-11,9,-19
12995670,2286,2660,-2358,-16,18,-14
12998879,2246,2653,-2357,-12,7,-12
13002002,2247,2653,-2357,-14,26,-12
13005247,2241,2660,-2337,-13,10,-13
13008422,2265,2655,-2359,-14,25,-6
13011569,2238,2660,-2343,-12,11,-9
13014668,2246,2661,-2336,-17,25,-8
13017791,2256,2669,-2341,-15,16,-5
13020914,2227,2651,-2337,-10,24,-4
13024037,2252,2652,-2323,-17,12,-2
13027160,2246,2644,-2327,-11,24,5
13030196,2244,2656,-2338,-14,12,0
13033232,2243,2670,-2313,-16,24,4
13036293,2228,2669,-2310,-13,9,2
13039218,2262,2662,-2318,-12,28,4
13042254,2232,2648,-2331,-12,7,1
13045204,2246,2653,-2337,-14,28,3
13048240,2248,2667,-2335,-15,10,4
13051276,2242,2653,-2341,-8,27,2
13054226,2258,2658,-2321,-14,10,1
13057262,2257,2639,-2353,-7,25,2
13060212,2236,2655,-2321,-10,9,0
13063263,2258,2645,-2327,-10,22,1
13066197,2254,2662,-2339,-14,10,-3
13069320,2247,2664,-2323,-6,20,-5
13072356,2252,2647,-2314,-12,8,0
13075306,2261,2649,-2327,-6,21,-10
13078429,2273,2677,-2315,-10,17,-12
13081639,2260,2647,-2329,-4,15,-7
13084675,2237,2646,-2330,-8,9,-14
13087734,2256,2669,-2322,-7,13,-13
13090834,2234,2662,-2321,-10,11,-15
13094044,2259,2662,-2331,-5,15,-13
13097167,2255,2656,-2320,-8,8,-17
13100203,2268,2652,-2347,-3,8,-17
13103239,2234,2650,-2355,-9,17,-17
13106401,2224,2633,-2311,-2,6,-17
13109399,2262,2659,-2320,-9,18,-19
13112546,2250,2645,-2354,-5,7,-19
13115558,2230,2665,-2318,-9,14,-20
13118681,2263,2653,-2352,-5,8,-21
13121717,2242,2655,-2363,-10,17,-23
13124927,2271,2647,-2318,-5,9,-18
13127963,2238,2667,-2287,-9,14,-21
13131086,2249,2647,-2324,-7,6,-18
13134123,2250,2663,-2324,-10,21,-22
13137357,2252,2648,-2352,-5,5,-22
13140368,2241,2660,-2351,-10,21,-22
13143578,2239,2676,-2355,-7,6,-18
13146614,2249,2645,-2351,-10,23,-20
13149824,2272,2641,-2321,-8,4,-19
13152860,2261,2625,-2330,-9,24,-12
13155983,2250,2647,-2344,-12,10,-19
13159193,2250,2653,-2329,-13,20,-15
13162451,2263,2640,-2324,-14,9,-14
13165526,2240,2650,-2362,-11,23,-12
13168736,2253,2669,-2345,-17,13,-13
13171945,2242,2661,-2343,-9,16,-7
13174982,2244,2647,-2318,-18,13,-7
13178105,2244,2647,-2340,-12,19,-6
13181228,2248,2649,-2322,-18,13,-4
13184351,2229,2639,-2302,-11,18,-6
13187497,2238,2649,-2365,-16,14,-3
13190597,2228,2671,-2328,-9,12,2
13193546,2230,2649,-2323,-17,12,-5
13196669,2258,2648,-2322,-12,14,0
13199705,2225,2647,-2305,-16,22,0
13202742,2258,2638,-2297,-10,19,0
13205778,2271,2672,-2304,-17,19,2
13208849,2227,2655,-2336,-10,17,-1
13211962,2264,2648,-2316,-16,15,-3
13215060,2284,2672,-2326,-7,16,-2
13218096,2257,2669,-2329,-18,15,-5
13221219,2275,2677,-2321,-9,15,1
13224169,2245,2668,-2333,-14,15,-10
13227379,2262,2648,-2331,-9,10,-9
13230415,2250,2670,-2314,-15,20,-9
13233538,2250,2670,-2359,-9,10,-9
13236599,2253,2656,-2297,-14,22,-9
13239697,2241,2672,-2345,-8,8,-10
13242734,2238,2655,-2331,-10,22,-10
13245943,2253,2655,-2318,-6,13,-8
13248980,2260,2662,-2319,-10,21,-12
13252189,2218,2668,-2349,-11,4,-12
13255312,2247,2656,-2315,-7,24,-10
13258435,2243,2667,-2384,-3,5,-13
13261520,2252,2654,-2304,-7,19,-14
13264594,2248,2644,-2356,-9,8,-15
13267631,2250,2641,-2354,1,15,-13
13270667,2237,2663,-2369,-12,8,-17
13273790,2271,2664,-2307,2,17,-14
13276826,2248,2676,-2304,-9,9,-18
13279862,2247,2629,-2305,0,16,-14
13282899,2274,2650,-2316,-6,10,-14
13286025,2239,2655,-2375,-7,13,-18
13289168,2247,2651,-2351,-11,17,-13
13292354,2269,2652,-2312,-5,11,-15
13295477,2271,2665,-2343,-15,20,-13
13298687,2230,2633,-2305,-8,9,-15
13301723,2240,2667,-2322,-14,19,-12
13304933,2245,2679,-2355,-11,3,-12
13308056,2251,2645,-2315,-13,23,-11
13311309,2253,2650,-2313,-12,10,-12
13314476,2266,2642,-2314,-15,24,-7
13317599,2278,2657,-2337,-14,6,-13
13320722,2242,2649,-2338,-13,22,-10
13323931,2248,2658,-2368,-14,8,-12
13327054,2235,2678,-2317,-12,22,-9
13330177,2263,2676,-2358,-17,14,-9
13333301,2235,2665,-2347,-11,19,-8
13336448,2257,2654,-2356,-17,10,-15
13339633,2250,2653,-2327,-11,14,-15
13342843,2233,2660,-2331,-17,20,-13
13346053,2242,2657,-2340,-14,14,-12
13349263,2246,2656,-2321,-16,19,-11
13352472,2199,2646,-2328,-12,14,-7
13355595,2261,2644,-2318,-12,25,-11
13358805,2226,2670,-2326,-12,6,-11
13361976,2234,2660,-2341,-15,23,-11
13365138,2248,2669,-2345,-10,9,-9
13368174,2246,2654,-2312,-11,24,-9
13371297,2244,2654,-2329,-7,9,-8
13374246,2265,2673,-2339,-12,26,-8
13377369,2246,2663,-2310,-9,7,-9
13380319,2247,2669,-2337,-10,24,-8
13383442,2250,2642,-2341,-11,10,-8
13386589,2255,2657,-2333,-5,19,-8
13389601,2245,2646,-2331,-9,8,-9
13392551,2245,2674,-2332,-6,19,-9
13395587,2246,2669,-2330,-9,7,-8
13398536,2236,2674,-2342,-7,24,-8
13401573,2270,2659,-2316,-10,9,-9
13404609,2222,2661,-2334,-5,24,-10
13407732,2240,2661,-2331,-10,9,-8
13410772,2270,2645,-2318,-8,25,-9
13413846,2250,2671,-2336,-8,6,-7
13416754,2233,2649,-2317,-11,27,-3
13419877,2250,2661,-2357,-8,11,-10
13423000,2273,2672,-2360,-7,22,-6
13426036,2290,2655,-2311,-7,9,-8
13428986,2235,2660,-2333,-12,25,-8
13432109,2242,2646,-2349,-9,7,-4
13435058,2249,2663,-2318,-5,23,-5
13438119,2262,2665,-2332,-9,6,-10
13441131,2218,2644,-2350,-6,23,-7
13444167,2241,2656,-2337,-11,7,-7
13447203,2251,2658,-2379,-9,22,-10
13450326,2234,2661,-2312,-9,6,-11
13453362,2261,2647,-2343,-8,22,-11
13456485,2260,2655,-2310,-9,6,-12
13459522,2256,2647,-2338,-10,26,-13
13462780,2274,2671,-2336,-12,7,-12
13465854,2244,2643,-2327,-9,17,-10
13468977,2260,2648,-2338,-16,14,-13
13472187,2268,2638,-2290,-9,15,-13
13475310,2257,2645,-2318,-13,10,-16
13478520,2239,2636,-2329,-7,18,-14
13481643,2229,2645,-2323,-16,13,-12
13484853,2238,2650,-2322,-12,8,-17
13488000,2254,2661,-2357,-16,19,-13
13491186,2231,2644,-2338,-12,10,-18
13494395,2232,2646,-2376,-15,19,-18
13497605,2240,2669,-2319,-12,6,-17
13500728,2259,2655,-2315,-13,21,-20
13503938,2224,2683,-2332,-8,7,-13
13506974,2254,2653,-2340,-14,21,-18
13510184,2252,2685,-2346,-15,10,-16
13513420,2236,2652,-2346,-12,21,-19
13516638,2233,2661,-2313,-10,5,-20
13519726,2252,2663,-2385,-10,24,-16
13522936,2233,2655,-2337,-11,6,-15
13526059,2236,2669,-2332,-10,25,-14
13529269,2234,2643,-2328,-10,5,-15
13532392,2243,2662,-2311,-5,23,-12
13535515,2236,2670,-2325,-7,4,-14
13538575,2251,2646,-2320,-8,24,-11
13541674,2214,2664,-2313,-9,8,-11
13544710,2224,2663,-2343,-4,22,-9
13547746,2201,2656,-2338,-9,7,-10
13550783,2257,2656,-2325,-6,20,-9
13553819,2261,2663,-2348,-12,12,-9
13556942,2246,2685,-2305,-7,23,-6
13559978,2269,2651,-2337,-12,11,-8
13563162,2253,2645,-2343,-6,12,-4
13566137,2246,2655,-2317,-13,17,1
13569174,2242,2661,-2342,-4,13,2
13572123,2221,2638,-2332,-15,20,-4
13575246,2258,2668,-2361,-6,16,-1
13578282,2248,2662,-2347,-12,17,-2
13581405,2274,2671,-2323,-10,18,-1
13584529,2263,2671,-2375,-14,15,2
13587589,2261,2647,-2333,-7,16,1
13590514,2252,2670,-2343,-13,17,2
13593551,2256,2651,-2344,-8,19,1
13596500,2245,2665,-2333,-15,16,-3
13599623,2264,2673,-2378,-8,18,0
13602572,2242,2642,-2337,-14,11,1
13605609,2244,2645,-2296,-4,19,1
13608558,2251,2652,-2331,-16,15,-4
13611704,2236,2651,-2330,-8,18,-2
13614717,2238,2647,-2321,-14,11,-3
13617875,2261,2651,-2361,-9,14,-5
13620877,2264,2628,-2343,-13,18,-10
13624086,2255,2653,-2342,-8,12,-9
13627123,2264,2686,-2378,-11,12,-10
13630333,2272,2647,-2363,-10,10,-9
13633455,2233,2649,-2330,-13,18,-14
13636690,2236,2637,-2343,-7,10,-14
13639788,2240,2673,-2327,-11,22,-15
13642998,2262,2659,-2342,-7,8,-13
13646034,2278,2652,-2357,-11,21,-23
13649244,2244,2645,-2354,-9,7,-20
13652280,2254,2662,-2342,-11,19,-22
13655490,2281,2659,-2318,-9,9,-25
13658526,2250,2653,-2334,-6,21,-18
13661697,2236,2679,-2367,-8,5,-25
13664685,2248,2653,-2310,-9,20,-22
13667809,2232,2657,-2299,-7,4,-23
13670845,2274,2647,-2333,-6,19,-26
13673968,2238,2672,-2349,-9,8,-27
13677004,2236,2679,-2333,-6,16,-23
13680127,2231,2675,-2339,-8,8,-24
13683163,2229,2651,-2319,-8,21,-25
13686311,2225,2660,-2325,-9,7,-25
13689322,2238,2629,-2337,-3,16,-22
13692445,2261,2655,-2340,-13,5,-18
13695568,2233,2658,-2326,-2,14,-20
13698691,2228,2655,-2379,-11,14,-19
13701901,2236,2673,-2319,-7,15,-14
13705024,2222,2648,-2367,-10,11,-16
13708234,2258,2649,-2304,-8,9,-14
