Time,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
653829079,-2728,-200,15924,-101,56,-65
653832549,-2780,-240,16012,-97,117,-60
653836018,-2772,-164,15840,-122,128,-66
653839575,-2840,-184,16064,-78,41,-85
653842958,-2708,-184,15928,-95,172,-61
653846428,-2752,-184,16044,-108,60,-92
653849947,-2708,-196,15956,-73,107,-43
653853369,-2700,-232,16168,-112,151,-62
653856925,-2812,-132,16028,-62,99,-43
653860309,-2828,-256,15964,-79,151,-82
653863778,-2780,-188,16140,-81,38,-38
653867162,-2776,-220,15900,-43,146,-107
653870718,-2940,-200,15932,-99,68,-76
653874105,-2744,-220,15952,-75,87,-69
653877508,-2824,-192,15924,-100,168,-42
653881042,-2608,-232,15956,-105,53,-60
653884512,-2908,-112,16128,-62,171,-25
653888017,-2700,-248,15932,-107,46,-84
653891452,-2900,-228,15972,-40,133,-57
653894922,-2676,-280,15920,-100,68,-45
653898392,-2920,-156,16084,-72,72,-64
653901799,-2628,-280,15780,-113,145,-45
653905332,-2896,-172,16048,-84,38,-28
653908715,-2612,-228,15792,-93,166,-57
653912185,-2940,-332,16020,-103,46,-49
653915655,-2648,-192,15752,-103,121,-36
653919212,-3032,-140,16024,-122,112,-39
653922768,-2724,-288,15944,-68,85,-121
653926263,-2944,-220,15956,-46,133,-11
653929708,-2704,-260,16004,-88,57,-84
653933092,-2904,-292,16088,-52,126,-50
653936562,-2700,-248,16016,-98,77,-68
653939945,-2852,-204,16232,-65,72,-50
653943328,-2804,-308,16008,-113,120,-62
653946885,-2772,-208,16088,-77,48,-48
653950318,-2792,-188,16016,-91,182,-32
653953738,-2844,-212,16200,-119,50,-74
653957208,-2780,-232,15808,-65,156,-36
653960678,-2776,-292,16092,-130,79,-78
653964148,-2796,-212,16004,-68,86,-28
653967531,-2868,-220,15924,-127,113,-108
653971175,-2812,-252,16060,-74,54,-56
653974582,-2964,-168,15932,-134,174,-68
653978115,-2752,-136,15828,-107,26,-83
653981585,-2916,-184,15892,-74,179,-54
653985055,-2848,-164,15972,-126,97,-89
653988560,-2840,-184,15828,-59,140,-61
653991995,-2824,-244,15916,-124,177,-83
653995552,-2840,-268,16004,-93,92,-75
653998939,-2848,-240,16064,-77,196,-35
654002430,-2772,-300,15968,-99,59,-97
654005788,-2864,-240,15908,-49,146,-47
654009258,-2840,-224,15988,-109,64,-77
654012728,-2876,-236,16112,-71,86,-50
654016111,-2800,-184,16024,-141,113,-82
654019668,-2912,-248,15892,-71,66,-41
654023052,-2792,-252,16036,-100,172,-103
654026720,-2772,-244,15924,-105,69,-37
654030165,-2840,-160,15984,-56,165,-61
654033635,-2840,-200,15968,-109,79,-58
654037105,-2900,-276,16016,-66,86,-50
654040488,-2788,-132,15896,-88,184,-58
654043958,-2844,-204,16028,-88,38,-43
654047341,-2812,-208,15972,-118,176,-60
654051001,-2792,-200,16060,-105,48,-69
654054368,-2792,-208,16012,-75,90,-49
654057752,-2728,-228,16016,-130,95,-56
